geoid,total_pop,no_car
48113019040,5810,174
48113019041,2721,0
48113019042,4695,13
48113019043,7016,167
48113019100,5225,73
48113019202,4302,139
48113019203,3444,91
48113019204,8461,359
48113019205,3459,0
48113019206,5624,231
48113019208,5893,282
48113019210,3886,19
48113019211,5014,261
48113019212,3371,508
48113019213,3071,624
48113019301,2847,48
48113019302,5080,17
48113019400,4022,42
48113019501,6578,130
48113019502,4445,14
48113019600,2548,66
48113019700,2053,0
48113019800,3930,11
48113019900,4203,73
48113020000,4058,44
48113020100,2437,68
48113020200,3768,283
48113020300,2161,802
48113020400,4247,46
48113020500,4566,971
48113020600,2280,38
48113020700,4885,38
48113980000,0,0
48113980100,0,0
48115950401,4219,249
48115950402,4109,58
48115950500,3925,246
48115950600,1600,26
48117950300,5588,209
48117950400,5932,153
48117950500,3382,220
48117950600,4152,52
48119950100,3154,26
48119950200,2094,68
48121020103,9476,457
48121020104,2969,0
48121020105,4982,0
48121020106,5082,0
48121020107,3861,38
48121020108,5876,126
48121020109,1359,0
48121020110,4441,0
48121020111,3518,95
48121020112,2503,0
48121020113,8336,44
48121020114,7725,44
48121020115,4184,100
48121020202,9114,101
48121020203,4125,44
48121020204,4159,63
48121020205,1628,0
48121020303,8963,52
48121020305,6899,0
48121020306,5238,37
48121020307,6285,11
48121020308,9273,28
48121020309,8156,155
48121020310,2437,0
48121020401,5565,206
48121020402,4725,176
48121020403,3538,133
48121020503,5490,174
48121020504,2646,52
48121020505,6443,12
48121020506,1916,0
48121020601,4917,271
48121020602,7939,323
48121020700,3803,445
48121020800,4843,285
48121020900,3826,370
48121021000,6802,264
48121021100,2315,101
48121021201,5303,113
48121021202,5321,151
48121021301,2008,88
48121021303,7297,49
48121021304,5993,231
48121021305,3414,30
48121021403,9362,17
48121021404,7434,169
48121021405,9428,240
48121021406,6884,22
48121021407,5790,0
48121021408,6294,11
48121021409,7298,27
48121021502,4698,50
48121021505,6175,0
48121021512,4723,6
48121021513,3633,158
48121021514,3998,0
48121021515,3721,39
48121021516,6752,43
48121021517,1468,0
48121021518,3349,51
48121021519,10436,91
48121021520,3467,50
48121021521,4191,0
48121021522,431,0
48121021523,3906,68
48121021524,1517,0
48121021525,6713,0
48121021526,4850,122
48121021527,5609,0
48121021611,3954,88
48121021612,3733,159
48121021613,5454,488
48121021614,3726,0
48121021615,4321,0
48121021616,3847,123
48121021618,3832,142
48121021619,2939,50
48121021620,1506,17
48121021621,4351,45
48121021622,5209,11
48121021623,5256,0
48121021624,7613,167
48121021625,2777,32
48121021626,1981,0
48121021627,5811,117
48121021628,6443,32
48121021629,5367,212
48121021630,4828,0
48121021631,4965,0
48121021632,3510,116
48121021633,4121,76
48121021634,4457,353
48121021635,4077,156
48121021636,6668,74
48121021637,4349,146
48121021638,4167,91
48121021715,4528,123
48121021716,5665,480
48121021717,5503,60
48121021718,6516,85
48121021719,3956,46
48121021720,2992,0
48121021721,3549,18
48121021722,3963,0
48121021723,1364,0
48121021724,4171,0
48121021725,3683,0
48121021726,2928,0
48121021727,4460,21
48121021728,1622,0
48121021729,2726,0
48121021730,3525,8
48121021731,3693,0
48121021732,2219,0
48121021733,2009,156
48121021734,2649,139
48121021735,3310,60
48121021736,2246,11
48121021737,3900,123
48121021738,1797,20
48121021739,3598,191
48121021740,5113,41
48121021741,1880,89
48121021742,6277,68
48121021743,3766,152
48121021744,2622,43
48121021745,5230,69
48121021746,3375,3
48121021747,3937,28
48121021748,3987,13
48121021749,3113,16
48121021750,3861,112
48121021751,4580,36
48121021752,4704,0
48121021753,5170,0
48121021800,3363,0
48121021900,4452,0
48123970100,4023,278
48123970200,5688,260
48123970300,4217,80
48123970400,3498,141
48123970500,2599,49
48125950300,2441,61
48127950200,7478,269
48127950400,2430,499
48129950200,2032,5
48129950300,1623,37
48131950100,4987,445
48131950200,3316,159
48131950500,3696,401
48133950100,3512,91
48133950200,6052,381
48133950300,4836,286
48133950400,1847,87
48133950500,2313,61
48135000100,2971,110
48135000300,2038,45
48135000400,4698,66
48135000500,4003,246
48135000600,5616,370
48135000700,4602,261
48135000800,3619,88
48135001000,4799,126
48135001100,6525,90
48135001300,4594,149
48135001500,4357,239
48135001600,5704,98
48135001700,5730,204
48135001800,3044,198
48135001900,5472,197
48135002000,3429,163
48135002200,2739,24
48135002300,3550,200
48135002400,4390,105
48135002501,3520,31
48135002502,5954,12
48135002503,5531,113
48135002700,9077,309
48135002801,3816,80
48135002802,8614,440
48135002900,3428,0
48135003000,7797,117
48135003100,3398,239
48137950300,2029,52
48139060101,7524,114
48139060102,6874,46
48139060204,8495,10
48139060206,5485,65
48139060207,6183,26
48139060208,3520,26
48139060209,3247,62
48139060210,1429,0
48139060211,2751,22
48139060212,3384,11
48139060213,6e3,0
48139060214,6312,16
48139060300,4432,77
48139060400,4592,492
48139060500,3475,28
48139060600,7761,306
48139060701,2023,10
48139060702,3656,101
48139060703,1806,0
48139060801,5548,44
48139060802,6021,84
48139060803,1282,48
48139060900,6067,9
48139061000,4022,103
48139061100,4538,12
48139061200,1852,3
48139061300,1871,62
48139061400,7440,187
48139061500,4867,201
48139061600,6300,353
48139061700,4745,37
48141000101,6656,283
48141000106,6586,155
48141000107,5569,139
48141000108,2206,190
48141000109,3648,337
48141000110,3496,521
48141000111,2892,18
48141000112,5165,175
48141000204,5393,171
48141000205,4344,632
48141000206,4661,219
48141000207,4513,60
48141000208,3161,115
48141000301,6725,668
48141000302,5541,155
48141000401,5955,85
48141000403,3172,262
48141000404,4353,899
48141000600,4120,519
48141000800,5816,811
48141000900,7817,788
48141001001,3182,364
48141001002,4318,434
48141001104,8063,345
48141001107,7008,359
48141001109,4427,50
48141001110,4728,122
48141001111,4429,126
48141001112,4748,106
48141001113,6860,143
48141001114,4654,563
48141001115,3636,473
48141001201,6282,515
48141001202,4687,151
48141001203,858,139
48141001301,3554,71
48141001302,6929,144
48141001400,2230,262
48141001501,4758,244
48141001502,2622,109
48141001600,4454,1115
48141001700,1638,190
48141001800,1195,378
48141001900,2523,1238
48141002000,2104,198
48141002100,2894,1197
48141002201,3448,273
48141002202,4765,999
48141002300,4450,319
48141002400,3902,276
48141002500,6176,367
48141002600,3044,345
48141002800,5133,1039
48141002900,1365,243
48141003000,4359,431
48141003100,3680,566
48141003200,2639,285
48141003300,6432,443
48141003402,6010,457
48141003403,6045,266
48141003404,5947,192
48141003501,2926,217
48141003502,4680,632
48141003601,3705,368
48141003602,3099,151
48141003701,5186,65
48141003702,4418,417
48141003801,5412,446
48141003803,3345,49
48141003804,4127,295
48141003901,4019,333
48141003902,2652,317
48141003903,6751,472
48141004002,7768,385
48141004003,8755,212
48141004004,5152,185
48141004103,6921,697
48141004104,6080,638
48141004105,3858,680
48141004106,5662,338
48141004107,1497,48
48141004201,5648,491
48141004202,6252,285
48141004303,6187,52
48141004307,5389,69
48141004309,4922,105
48141004310,5110,76
48141004311,4457,70
48141004312,4938,175
48141004313,3634,242
48141004314,6431,115
48141004316,6091,219
48141004317,4526,238
48141004318,4239,53
48141004319,5882,0
48141004320,3505,91
48141010101,1351,0
48141010102,5870,80
48141010103,2370,28
48141010203,4707,161
48141010207,3958,0
48141010210,4938,56
48141010211,3070,0
48141010212,4868,170
48141010213,4808,33
48141010214,6184,87
48141010215,7041,266
48141010216,6429,148
48141010217,4995,0
48141010218,2569,22
48141010219,7033,236
48141010220,3856,316
48141010221,7451,134
48141010222,2318,0
48141010303,3421,84
48141010307,6634,157
48141010311,7376,83
48141010312,4205,14
48141010316,4498,128
48141010317,4468,116
48141010319,697,36
48141010322,4705,64
48141010323,4019,0
48141010324,8718,0
48141010325,8180,94
48141010326,5104,89
48141010327,4183,311
48141010328,4264,0
48141010329,4755,0
48141010330,9792,129
48141010331,7969,62
48141010332,6847,12
48141010333,4178,158
48141010334,3846,44
48141010335,3192,54
48141010336,6912,210
48141010337,7005,179
48141010338,7855,144
48141010339,7414,99
48141010340,2011,46
48141010341,13562,96
48141010342,9373,144
48141010343,5093,80
48141010344,4563,51
48141010345,4695,22
48141010346,4787,181
48141010347,2967,16
48141010401,6072,47
48141010404,4775,134
48141010405,6017,100
48141010406,4706,22
48141010407,6416,133
48141010408,3501,312
48141010409,5803,79
48141010501,4291,75
48141010502,2021,20
48141010504,1546,49
48141010505,3544,196
48141010506,3063,39
48141010600,4232,90
48141980000,0,0
48143950100,2929,72
48143950201,3625,8
48143950202,6342,89
48143950300,5569,131
48143950400,5540,74
48143950500,7594,121
48143950600,3407,144
48143950700,2136,4
48145000200,3053,124
48145000300,4337,255
48145000400,1514,372
48145000500,2644,24
48145000700,2581,83
48145000800,3670,137
48147950100,3001,123
48147950300,3094,35
48147950401,3892,43
48147950402,6672,109
48147950500,2608,114
48147950600,2310,30
48147950701,4777,72
48147950702,3275,27
48147950800,4136,15
48149970100,1732,16
48149970200,2510,0
48149970300,5925,220
48149970400,3095,0
48149970500,3994,114
48149970600,4798,258
48149970700,2121,22
48151950300,1830,41
48151950400,2227,52
48153950500,2522,84
48153950600,4077,99
48155950100,1379,81
48157670101,6810,312
48157670102,3446,362
48157670200,8315,76
48157670300,3503,34
48157670400,4867,183
48157670500,4454,97
48157670601,8629,20
48157670602,2199,80
48157670700,2644,45
48157670800,13275,276
48157670901,9050,36
48157670902,3748,0
48157671001,5236,0
48157671002,6052,59
48157671100,8170,59
48157671200,5462,167
48157671300,3616,261
48157671400,7758,157
48157671501,7973,108
48157671502,2236,0
48157671601,6221,20
48157671602,3594,0
48157671700,5126,0
48157671800,2880,0
48157671900,4418,73
48157672001,8297,258
48157672002,6410,171
48157672100,3961,12
48157672200,3347,54
48157672301,8107,112
48157672302,9368,87
48157672400,8395,59
48157672500,7856,64
48157672601,10452,53
48157672602,7417,114
48157672701,13250,193
48157672702,6641,0
48157672800,7486,81
48157672900,22129,107
48157673001,8763,42
48157673002,7221,88
48157673003,12285,43
48157673101,25073,122
48157673102,12621,42
48157673200,3740,0
48157673300,4065,107
48157673400,11334,110
48157673500,8951,39
48157673600,7365,0
48157673700,2527,0
48157673800,9124,97
48157673901,10017,44
48157673902,3434,41
48157674000,7746,251
48157674100,7100,106
48157674200,5404,76
48157674300,8483,27
48157674400,8450,0
48157674501,4697,140
48157674502,15450,148
48157674601,3603,62
48157674602,7691,24
48157674603,5933,32
48157674604,4469,42
48157674700,10012,48
48157674800,6056,491
48157674900,4881,394
48157675000,3167,79
48157675100,9341,275
48157675200,5885,294
48157675300,6649,348
48157675400,5112,86
48157675500,8045,12
48157675600,4832,5
48157675700,6562,134
48157675800,3097,58
48159950100,5095,121
48159950200,2742,58
48159950300,2838,48
48161000100,4884,104
48161000200,1446,36
48161000300,1164,46
48161000400,2737,30
48161000600,4769,76
48161000700,3128,123
48161000900,1333,55
48163950100,6184,300
48163950200,5362,225
48163950300,5410,125
48165950100,4383,252
48165950200,6944,26
48165950300,5331,115
48167720100,5763,32
48167720200,4189,54
48167720301,2251,55
48167720302,7299,0
48167720400,5460,72
48167720501,4198,0
48167720502,9337,62
48167720503,12788,92
48167720600,10157,112
48167720700,8422,376
48167720800,3707,212
48167720900,5692,580
48167721000,1928,8
48167721100,10926,166
48167721201,14506,57
48167721202,2907,54
48167721300,4679,142
48167721400,7433,19
48167721500,7172,227
48167721600,1913,73
48167721700,6262,100
48167721800,3790,122
48167721900,8657,215
48167722001,5214,72
48167722002,3852,187
48167722100,6236,62
48167722200,2799,389
48167722300,8014,396
48167722600,1704,64
48167722700,3984,321
48167722800,2341,232
48167722900,2928,8
48167723000,3064,172
48167723100,3200,116
48167723200,3462,237
48167723300,5422,69
48167723400,6042,125
48167723501,910,34
48167723502,9970,300
48167723600,3960,7
48167723700,2398,345
48167723800,4187,117
48167723900,2895,164
48167724000,2856,95
48167724101,1788,206
48167724200,2538,185
48167724300,3239,374
48167724400,2469,477
48167724500,676,23
48167724600,1852,765
48167724700,2242,272
48167724800,2016,132
48167724900,1817,140
48167725000,2782,389
48167725100,1699,235
48167725200,1727,124
48167725300,2055,27
48167725400,3998,247
48167725500,960,0
48167725600,3616,454
48167725700,2118,0
48167725800,3969,280
48167725900,2302,0
48167726000,1473,12
48167726100,2593,8
48167726200,3523,137
48167990000,0,0
48169950100,6204,47
48171950100,3782,101
48171950200,3720,70
48171950300,7248,104
48171950400,5668,86
48171950500,3779,23
48173950100,1317,6
48175960100,4046,57
48175960200,3115,61
48177000100,2501,317
48177000200,4632,75
48177000300,3327,187
48177000400,2451,102
48177000500,3864,249
48177000600,2860,2
48179950100,4757,38
48179950300,4621,60
48179950400,4858,42
48179950500,2635,211
48179950600,2263,96
48179950700,2039,11
48179950800,1324,36
48181000101,4769,41
48181000102,2784,16
48181000200,2265,164
48181000302,4366,247
48181000303,3883,170
48181000304,3063,116
48181000400,2717,55
48181000501,3356,251
48181000502,1481,66
48181000600,3459,0
48181000700,4306,126
48181000800,6052,81
48181000901,4070,263
48181000902,6531,102
48181001101,3887,184
48181001102,7083,279
48181001200,6035,177
48181001300,3806,154
48181001400,5031,116
48181001500,6100,405
48181001700,4999,275
48181001801,5875,184
48181001802,4347,99
48181001803,5299,42
48181001900,10341,84
48181002000,3206,263
48183000200,5279,544
48183000300,5005,176
48183000401,2885,51
48183000402,3983,116
48183000501,5065,67
48183000502,4161,47
48183000600,7855,62
48183000700,5482,121
48183000800,7256,276
48183000900,2936,12
48183001000,2554,93
48183001100,2990,382
48183001200,2852,207
48183001300,4809,557
48183001400,3951,435
48183001500,4885,523
48183010100,6156,86
48183010200,7094,242
48183010301,5202,151
48183010302,6166,242
48183010400,7255,208
48183010500,5366,153
48183010600,5582,74
48183010700,4756,367
48183980000,0,0
48185180101,5195,202
48185180102,3839,4
48185180200,5988,479
48185180301,4958,111
48185180302,4511,255
48185180400,1717,0
48187210100,4178,183
48187210200,4344,329
48187210300,6391,481
48187210400,3855,189
48187210504,5231,84
48187210505,4247,86
48187210506,3130,14
48187210507,4439,0
48187210508,2019,26
48187210603,2046,5
48187210604,6761,41
48187210606,3079,0
48187210607,7088,77
48187210608,3799,123
48187210705,2577,82
48187210706,4826,97
48187210707,3306,30
48187210708,5756,44
48187210709,4836,42
48187210710,3461,16
48187210711,3345,68
48187210712,4214,68
48187210713,3512,24
48187210714,4714,111
48187210801,5345,0
48187210803,3590,18
48187210804,3971,234
48187210901,5242,40
48187210902,3426,81
48189950100,4676,181
48189950200,4432,550
48189950300,6545,307
48189950400,4437,202
48189950500,3406,181
48189950600,5897,44
48189950700,2917,34
48189950800,1205,18
48189950900,2526,53
48191950500,3424,216
48193950100,2470,50
48193950200,2186,0
48193950300,3817,93
48195950100,1872,11
48195950300,3598,100
48197950100,4226,71
48199030100,3638,80
48199030200,5417,126
48199030300,9319,120
48199030400,2534,84
48199030501,4203,0
48199030502,8015,142
48199030600,3294,34
48199030700,3442,76
48199030800,4636,551
48199030900,4543,90
48199031000,4179,118
48201100000,3853,364
48201210100,6696,0
48201210400,4926,623
48201210500,5009,444
48201210600,5667,389
48201210700,2008,46
48201210800,2276,374
48201210900,1844,279
48201211000,1479,411
48201211100,6991,1274
48201211200,2617,379
48201211300,5280,1022
48201211400,4234,986
48201211500,7144,731
48201211600,3173,205
48201211700,3318,798
48201211900,5143,224
48201212300,5028,661
48201212400,3633,273
48201212500,4121,171
48201220100,2541,108
48201220200,2603,316
48201220300,4651,281
48201220400,4640,228
48201220500,4842,873
48201220600,3630,63
48201220700,5956,377
48201220800,2835,842
48201220900,1760,81
48201221000,3504,61
48201221100,3766,53
48201221200,5922,129
48201221300,8777,246
48201221400,6526,370
48201221500,7864,1058
48201221600,9237,64
48201221700,7551,24
48201221800,3374,210
48201221900,4124,55
48201222000,2228,30
48201222100,5358,132
48201222200,3835,371
48201222300,3602,296
48201222401,2875,31
48201222402,5686,250
48201222501,3507,305
48201222502,3595,37
48201222503,7454,684
48201222600,5322,1080
48201222700,5263,1054
48201222800,3804,30
48201222900,7476,112
48201223001,2837,151
48201223002,4252,203
48201223100,2366,143
48201230100,1782,131
48201230200,5590,418
48201230300,2679,105
48201230400,3491,397
48201230500,4400,276
48201230600,2411,278
48201230700,2790,203
48201230800,2434,141
48201230900,3815,670
48201231000,4217,281
48201231100,4696,141
48201231200,7055,671
48201231300,4370,327
48201231400,2236,102
48201231500,2747,406
48201231600,2732,180
48201231700,3270,69
48201231800,2557,68
48201231900,6833,168
48201232000,4248,33
48201232100,3593,269
48201232200,8771,159
48201232301,8978,195
48201232302,8699,240
48201232401,7153,54
48201232402,4015,114
48201232403,4860,44
48201232500,2941,72
48201232600,3159,109
48201232701,7521,379
48201232702,5332,457
48201232800,4768,55
48201232900,7096,229
48201233001,3074,128
48201233002,3925,0
48201233003,2345,0
48201233101,3978,343
48201233102,7156,187
48201233103,4352,159
48201233200,6269,108
48201233300,5051,240
48201233400,2744,55
48201233500,7752,55
48201233600,1699,302
48201233701,5474,131
48201233702,2862,40
48201233703,2460,16
48201240100,3441,602
48201240400,6994,90
48201240501,4867,367
48201240502,6041,1454
48201240600,2805,272
48201240701,12628,95
48201240702,7893,142
48201240801,5940,570
48201240802,3304,26
48201240901,6036,10
48201240902,10640,78
48201241000,8505,237
48201241101,4423,0
48201241102,11452,52
48201241103,3685,124
48201241200,6507,292
48201241300,10082,185
48201241400,8494,141
48201241500,9325,806
48201250100,7316,57
48201250200,7488,38
48201250301,6714,237
48201250302,8905,30
48201250401,11450,140
48201250402,11782,22
48201250500,5313,13
48201250600,7342,663
48201250701,5685,13
48201250702,4655,0
48201250800,8145,11
48201250900,8713,129
48201251000,2462,88
48201251100,7756,64
48201251200,5932,141
48201251300,7443,43
48201251401,2486,0
48201251402,5968,0
48201251501,5055,57
48201251502,10276,0
48201251503,2229,50
48201251600,5217,10
48201251700,8145,164
48201251800,1672,36
48201251901,8571,38
48201251902,4489,16
48201252000,8800,52
48201252100,1551,15
48201252200,6127,174
48201252301,8382,204
48201252302,10706,84
48201252400,7652,30
48201252500,4416,147
48201252600,7770,350
48201252700,4108,136
48201252800,4562,134
48201252900,8233,217
48201253000,3166,74
48201253100,6926,48
48201253200,8535,525
48201253300,3618,16
48201253400,1085,67
48201253500,8644,259
48201253600,5546,279
48201253700,5177,168
48201253800,7144,328
48201253900,3817,131
48201254000,3865,73
48201254100,4877,384
48201254200,3015,10
48201254300,4990,229
48201254400,3455,303
48201254500,2253,227
48201254600,3814,39
48201254700,2473,40
48201310100,4891,913
48201310200,1508,152
48201310300,5201,345
48201310400,3694,496
48201310500,4721,345
48201310600,6379,599
48201310700,4646,352
48201310800,2352,199
48201310900,5809,374
48201311000,8061,666
48201311100,5729,708
48201311200,5365,239
48201311300,5850,299
48201311400,2221,208
48201311500,7855,642
48201311600,4084,487
48201311700,5686,321
48201311800,4937,342
48201311900,2562,51
48201312000,3005,401
48201312100,1092,0
48201312200,2069,926
48201312300,1665,474
48201312400,2048,529
48201312500,3065,212
48201312600,4728,428
48201312700,2115,258
48201312800,2659,788
48201312900,4276,485
48201313000,1981,423
48201313100,3018,182
48201313200,3798,689
48201313300,2413,403
48201313400,2974,418
48201313500,2248,171
48201313600,4533,1112
48201313700,2263,296
48201313800,4785,960
48201313900,3780,311
48201314001,3369,262
48201314002,7411,541
48201314300,4073,698
48201314400,3033,86
48201320100,2853,116
48201320200,6976,555
48201320500,4890,70
48201320601,2614,276
48201320602,4568,491
48201320700,4111,231
48201320800,5442,362
48201320900,7724,249
48201321000,7337,151
48201321100,7720,126
48201321200,3784,63
48201321300,5725,546
48201321401,4195,156
48201321402,4517,401
48201321500,2535,173
48201321600,6042,140
48201321700,3503,62
48201321800,4005,79
48201321900,5539,21
48201322000,4940,369
48201322100,3727,170
48201322200,1570,117
48201322600,5316,8
48201322700,7046,112
48201322800,6569,317
48201322900,4054,166
48201323000,6061,392
48201323100,3024,432
48201323200,4628,517
48201323300,3408,98
48201323400,7620,485
48201323500,4925,400
48201323600,7789,227
48201323701,4103,22
48201323702,3276,221
48201323801,3978,190
48201323802,4999,343
48201323900,3487,332
48201324000,5677,14
48201324100,5797,39
48201324200,1748,40
48201330100,8904,168
48201330200,3117,152
48201330301,7462,84
48201330302,5989,353
48201330303,3350,87
48201330400,4632,200
48201330500,4310,46
48201330600,6867,86
48201330700,7857,485
48201330800,7368,99
48201330900,6552,192
48201331100,3307,696
48201331200,2973,538
48201331300,5021,475
48201331400,3077,1172
48201331500,7296,306
48201331601,5868,708
48201331602,2392,550
48201331700,4037,612
48201331800,3744,565
48201331900,3269,219
48201332000,5917,1023
48201332100,3349,268
48201332200,5578,347
48201332300,2984,174
48201332400,4845,534
48201332500,3164,91
48201332600,6158,594
48201332700,3061,20
48201332800,5186,501
48201332900,5511,737
48201333000,3905,59
48201333100,3390,372
48201333201,5014,439
48201333202,5213,390
48201333300,9123,347
48201333500,6693,465
48201333600,2704,16
48201333700,3696,35
48201333800,9642,721
48201333901,6928,151
48201333902,7620,226
48201334001,3240,81
48201334002,1880,51
48201334003,6417,200
48201334100,8599,332
48201340100,3923,152
48201340201,1805,0
48201340202,5194,30
48201340203,4160,12
48201340301,4227,8
48201340302,7536,116
48201340400,1490,0
48201340500,6408,428
48201340600,2542,29
48201340700,7675,184
48201340800,5894,0
48201340900,4447,170
48201341000,6972,243
48201341100,3990,531
48201341201,3154,230
48201341202,4877,78
48201341301,5373,107
48201341302,2840,0
48201341400,5400,44
48201341501,5757,18
48201341502,3974,254
48201341600,5546,63
48201341700,2485,44
48201341800,1903,39
48201342001,6978,88
48201342002,3351,48
48201342100,4180,65
48201342200,4567,129
48201342300,6345,147
48201342400,3524,250
48201342500,6055,263
48201342700,4877,33
48201342800,8402,16
48201342900,5591,141
48201343000,6857,18
48201343100,4915,0
48201343200,4749,0
48201343301,4219,34
48201343302,4817,197
48201343600,3618,96
48201343700,2999,152
48201350100,14012,70
48201350200,8824,41
48201350300,5724,0
48201350400,6081,356
48201350500,6616,160
48201350601,3979,51
48201350602,8186,9
48201350700,1918,8
48201350801,5133,71
48201350802,5975,165
48201410100,3844,870
48201410200,3882,163
48201410300,2891,9
48201410401,3861,183
48201410402,2721,77
48201410500,4173,156
48201410600,3289,79
48201410701,3308,362
48201410702,2302,135
48201410800,3687,419
48201410900,2435,287
48201411000,3167,85
48201411100,3616,69
48201411200,2162,39
48201411300,3512,131
48201411400,3006,88
48201411501,4242,0
48201411502,4396,62
48201411600,2262,45
48201411700,2601,36
48201411800,5160,394
48201411900,4382,108
48201412000,3037,7
48201412100,1972,0
48201412200,5547,123
48201412300,6704,14
48201412400,4196,14
48201412500,1691,25
48201412600,3715,14
48201412700,3331,129
48201412800,4857,0
48201412900,3904,104
48201413000,3313,27
48201413100,3047,11
48201413201,2260,127
48201413202,3096,157
48201413300,6986,320
48201420100,3213,325
48201420200,2586,205
48201420300,3442,84
48201420400,3702,157
48201420500,3742,461
48201420600,2297,20
48201420700,3202,32
48201420800,2794,8
48201420900,5951,72
48201421000,2438,42
48201421101,3404,277
48201421102,5552,1142
48201421201,3987,354
48201421202,3942,964
48201421300,5828,660
48201421401,3281,439
48201421402,3934,487
48201421403,5209,704
48201421500,5611,623
48201421600,6600,591
48201421700,4817,407
48201421800,4886,403
48201421900,2549,0
48201422000,2647,0
48201422100,5655,110
48201422200,5730,1037
48201422301,6855,1329
48201422302,2338,34
48201422401,3852,752
48201422402,5771,733
48201422500,6176,482
48201422600,6542,596
48201422701,4303,480
48201422702,3744,224
48201422800,4339,347
48201422900,4557,723
48201423000,6013,683
48201423100,2958,565
48201423201,2934,0
48201423202,7286,953
48201423301,3888,282
48201423302,4517,316
48201423401,5214,475
48201423402,4119,0
48201423500,2298,23
48201423600,6964,72
48201430100,5549,228
48201430200,1372,16
48201430300,4326,45
48201430400,3116,0
48201430500,2526,28
48201430600,3624,38
48201430700,3242,224
48201430800,4044,0
48201430900,5507,197
48201431000,5258,13
48201431101,2595,41
48201431102,2677,228
48201431201,4089,441
48201431202,4840,275
48201431301,4233,232
48201431302,3871,0
48201431401,2442,14
48201431402,3513,99
48201431501,3741,91
48201431502,3313,43
48201431600,3323,40
48201431700,4463,64
48201431801,2694,135
48201431802,2980,120
48201431900,3062,119
48201432001,2805,150
48201432002,4478,837
48201432100,4592,239
48201432200,4418,188
48201432300,5949,313
48201432400,5300,229
48201432500,5682,697
48201432600,2144,120
48201432701,6135,1776
48201432702,2562,304
48201432801,4365,703
48201432802,5879,1288
48201432901,3656,163
48201432902,4242,445
48201433001,5505,450
48201433002,3895,592
48201433003,4295,817
48201433100,2240,335
48201433201,4656,243
48201433202,3332,129
48201433300,5356,238
48201433400,3982,344
48201433501,5892,805
48201433502,6178,1525
48201433600,4537,669
48201440100,5911,738
48201450100,1556,0
48201450200,4901,21
48201450300,7556,88
48201450400,4234,152
48201450500,2956,0
48201450600,4136,124
48201450700,6508,0
48201450801,2242,18
48201450802,5439,147
48201450900,2537,57
48201451001,4914,273
48201451002,4762,405
48201451100,3983,146
48201451200,2682,26
48201451300,7159,317
48201451401,2762,162
48201451402,4455,82
48201451403,3479,553
48201451500,4714,115
48201451601,5240,148
48201451602,7302,16
48201451700,2672,181
48201451800,5387,58
48201451901,7438,329
48201451902,2831,32
48201452000,6385,239
48201452100,7232,376
48201452201,4618,150
48201452202,2517,183
48201452300,3087,0
48201452400,7739,337
48201452500,7955,241
48201452600,6065,360
48201452700,9407,196
48201452801,6280,230
48201452802,5371,396
48201452900,3797,181
48201453000,7625,678
48201453100,3352,521
48201453200,6633,972
48201453300,3539,510
48201453401,2478,51
48201453402,8109,622
48201453403,3473,191
48201453501,6205,517
48201453502,3365,144
48201453601,1686,56
48201453602,7609,396
48201453700,8818,514
48201453800,4069,27
48201453900,9287,125
48201454000,4823,48
48201454100,3328,82
48201454200,4509,54
48201454301,9779,841
48201454302,6443,89
48201454400,140,0
48201454501,8376,82
48201454502,2445,0
48201454600,3927,198
48201454700,6958,126
48201454800,7156,199
48201454900,9491,24
48201455000,2726,0
48201455101,6922,120
48201455102,3375,0
48201455200,3959,9
48201455300,2025,27
48201510100,1524,244
48201510200,4511,147
48201510300,5503,208
48201510400,4322,194
48201510500,2683,249
48201510600,4030,180
48201510700,2946,65
48201510800,6080,161
48201510900,5179,151
48201511001,2838,79
48201511002,4853,180
48201511100,2329,182
48201511200,3913,89
48201511301,3425,253
48201511302,4157,469
48201511400,3392,74
48201511500,6206,411
48201511600,4619,250
48201520100,2175,12
48201520200,3212,45
48201520300,5010,416
48201520400,3306,336
48201520500,6874,696
48201520601,2781,0
48201520602,6285,435
48201520700,4042,31
48201521000,2611,210
48201521100,2402,176
48201521200,6373,581
48201521300,5521,409
48201521400,7827,585
48201521500,6198,220
48201521600,3235,196
48201521700,5935,603
48201521800,5469,75
48201521900,6081,123
48201522000,4086,511
48201522100,7601,509
48201522201,3573,148
48201522202,3451,363
48201522301,5745,971
48201522302,4072,127
48201522401,4674,90
48201522402,3844,283
48201522500,4418,80
48201530100,6950,683
48201530200,3991,354
48201530300,2528,414
48201530400,2478,271
48201530500,4718,619
48201530600,3121,311
48201530700,5650,794
48201530800,3585,248
48201530900,4548,284
48201531000,4325,295
48201531100,3035,124
48201531200,3080,19
48201531300,5015,618
48201531400,2132,76
48201531500,2970,119
48201531600,2974,34
48201531700,2923,19
48201531800,2260,439
48201531900,4640,549
48201532001,5285,1558
48201532002,1044,9
48201532100,5748,556
48201532200,2762,522
48201532300,5008,225
48201532400,5250,168
48201532501,8196,20
48201532502,5270,64
48201532600,5554,277
48201532700,4552,108
48201532800,1857,40
48201532900,4677,96
48201533000,1924,304
48201533100,6713,1177
48201533200,3769,549
48201533300,6433,927
48201533400,9290,244
48201533500,4634,93
48201533600,5841,328
48201533701,6141,517
48201533702,3294,19
48201533801,7005,95
48201533802,5533,223
48201533901,8884,112
48201533902,4582,615
